date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:36:51	754655/754655	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Apr%202023%2013:26:07%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/3af153c9-8ae5-4823-9819-edf737bd3f6c.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/3af153c9-8ae5-4823-9819-edf737bd3f6c.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/130/)
17:36:51	413856/413856	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Apr%202023%2013:26:29%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/bbe57b68-a30c-4765-abc3-029fdaa568ed.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/bbe57b68-a30c-4765-abc3-029fdaa568ed.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/130/)
17:36:52	268577/268577	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Apr%202023%2013:27:06%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/eaa96949-6630-4887-98ad-ce3f193d596a.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/eaa96949-6630-4887-98ad-ce3f193d596a.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/130/)
17:36:52	316391/316391	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Apr%202023%2013:27:54%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/76556971-7804-43f6-9d76-a250a161e83d.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/76556971-7804-43f6-9d76-a250a161e83d.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/130/)
17:36:52	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202023%2012:07:18%20GMT	https://billionday-sale.xyz/fkk/single-products/129/external452e452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/single-products/129/external452e452e452e452e452e452e.html	(from https://billionday-sale.xyz/fkk/single-products/129/)
17:36:54	529273/529273	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2006:44:52%20GMT	https://billionday-sale.xyz/fkk/upload/product/111230908150324.png	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/111230908150324.png	(from https://billionday-sale.xyz/fkk/single-products/129/)
17:36:55	230103/230103	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2006:44:52%20GMT	https://billionday-sale.xyz/fkk/upload/product/7195230908150324.png	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/7195230908150324.png	(from https://billionday-sale.xyz/fkk/single-products/129/)
17:36:56	176727/176727	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Nov%202023%2008:10:56%20GMT	https://cdn.shopify.com/s/files/1/0057/8938/4802/files/Untitled-2_01_dbb5c022-d457-4cf6-b91e-7b96eeda4635.jpg?v=1639985503	C:/Users/princ/Downloads/FlipKart/cdn.shopify.com/s/files/1/0057/8938/4802/files/Untitled-2_01_dbb5c022-d457-4cf6-b91e-7b96eeda46358f2b.jpg	(from https://billionday-sale.xyz/fkk/single-products/129/)
17:36:56	109575/109575	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2006:09:46%20GMT	https://cdn.shopify.com/s/files/1/0057/8938/4802/files/Untitled-2_02_18c7cb57-6515-4e2b-b405-6c2841acbf8c.jpg?v=1639985503	C:/Users/princ/Downloads/FlipKart/cdn.shopify.com/s/files/1/0057/8938/4802/files/Untitled-2_02_18c7cb57-6515-4e2b-b405-6c2841acbf8c8f2b.jpg	(from https://billionday-sale.xyz/fkk/single-products/129/)
17:36:56	123377/123377	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202023%2022:52:11%20GMT	https://cdn.shopify.com/s/files/1/0057/8938/4802/files/Untitled-2_03_755f7a08-4a5b-4958-b6d2-f7c2293cc00f.jpg?v=1639985503	C:/Users/princ/Downloads/FlipKart/cdn.shopify.com/s/files/1/0057/8938/4802/files/Untitled-2_03_755f7a08-4a5b-4958-b6d2-f7c2293cc00f8f2b.jpg	(from https://billionday-sale.xyz/fkk/single-products/129/)
17:36:56	104399/104399	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202023%2022:52:16%20GMT	https://cdn.shopify.com/s/files/1/0057/8938/4802/files/Untitled-2_04_a9cb8590-0218-4f2f-85e4-e84a84e051d8.jpg?v=1639985503	C:/Users/princ/Downloads/FlipKart/cdn.shopify.com/s/files/1/0057/8938/4802/files/Untitled-2_04_a9cb8590-0218-4f2f-85e4-e84a84e051d88f2b.jpg	(from https://billionday-sale.xyz/fkk/single-products/129/)
17:36:57	752665/752665	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Nov%202023%2008:05:23%20GMT	https://cdn.shopify.com/s/files/1/0057/8938/4802/files/Untitled-2_05_60186fff-5b8b-4681-a507-d193eb6fb69b.png?v=1639985503	C:/Users/princ/Downloads/FlipKart/cdn.shopify.com/s/files/1/0057/8938/4802/files/Untitled-2_05_60186fff-5b8b-4681-a507-d193eb6fb69b8f2b.png	(from https://billionday-sale.xyz/fkk/single-products/129/)
17:36:57	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202023%2012:07:23%20GMT	https://billionday-sale.xyz/fkk/single-products/128/external452e452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/single-products/128/external452e452e452e452e452e452e.html	(from https://billionday-sale.xyz/fkk/single-products/128/)
17:36:59	41708/41708	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2007:01:20%20GMT	https://billionday-sale.xyz/fkk/upload/product/4677230918190831.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/4677230918190831.jpg	(from https://billionday-sale.xyz/fkk/single-products/128/)
17:37:00	163107/163107	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2006:46:14%20GMT	https://billionday-sale.xyz/fkk/upload/product/6219230918190831.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/6219230918190831.jpg	(from https://billionday-sale.xyz/fkk/single-products/128/)
17:37:01	177281/177281	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2006:46:32%20GMT	https://billionday-sale.xyz/fkk/upload/product/6478230918190831.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/6478230918190831.jpg	(from https://billionday-sale.xyz/fkk/single-products/128/)
17:37:02	197038/197038	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2006:48:22%20GMT	https://billionday-sale.xyz/fkk/upload/product/4403230918190831.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/4403230918190831.jpg	(from https://billionday-sale.xyz/fkk/single-products/128/)
17:37:03	41708/41708	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2006:42:16%20GMT	https://billionday-sale.xyz/fkk/upload/innovative/864792417.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/innovative/864792417.jpg	(from https://billionday-sale.xyz/fkk/single-products/128/)
17:37:03	199561/199561	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Apr%202023%2011:57:45%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/3227813f-8d53-44e0-bf94-7f9031c8d950.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/3227813f-8d53-44e0-bf94-7f9031c8d950.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/128/)
17:37:03	295119/295119	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Apr%202023%2012:01:02%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/2e7b9b24-58ca-4c33-a0e6-2444d22d2cc8.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/2e7b9b24-58ca-4c33-a0e6-2444d22d2cc8.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/128/)
17:37:04	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202023%2012:07:30%20GMT	https://billionday-sale.xyz/fkk/single-products/125/external452e452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/single-products/125/external452e452e452e452e452e452e.html	(from https://billionday-sale.xyz/fkk/single-products/125/)
17:37:05	201602/201602	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Sep%202023%2007:18:46%20GMT	https://billionday-sale.xyz/fkk/upload/product/5640230908095309.png	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/5640230908095309.png	(from https://billionday-sale.xyz/fkk/single-products/125/)
17:37:06	223180/223180	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Sep%202023%2007:16:40%20GMT	https://billionday-sale.xyz/fkk/upload/product/9888230908095309.png	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/9888230908095309.png	(from https://billionday-sale.xyz/fkk/single-products/125/)
17:37:07	146106/146106	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Sep%202023%2007:17:04%20GMT	https://billionday-sale.xyz/fkk/upload/product/2782230908095309.png	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/2782230908095309.png	(from https://billionday-sale.xyz/fkk/single-products/125/)
17:37:07	386004/386004	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Jun%202023%2006:23:16%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/c119c652-bcbf-4204-bf71-d3043a92383e.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/c119c652-bcbf-4204-bf71-d3043a92383e.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/125/)
17:37:08	411879/411879	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Jun%202023%2009:13:38%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/9652e149-aad5-40a4-94bb-0df0271d1ebd.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/9652e149-aad5-40a4-94bb-0df0271d1ebd.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/125/)
17:37:08	523255/523255	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Jun%202023%2009:28:12%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/240cc4b3-8d62-44e2-9275-52b4e5bc3dca.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/240cc4b3-8d62-44e2-9275-52b4e5bc3dca.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/125/)
17:37:09	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202023%2012:07:34%20GMT	https://billionday-sale.xyz/fkk/single-products/124/external452e452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/single-products/124/external452e452e452e452e452e452e.html	(from https://billionday-sale.xyz/fkk/single-products/124/)
17:37:09	583527/583527	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Jun%202023%2009:49:47%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/d42c3732-0d76-43e4-81dd-b64676333747.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/d42c3732-0d76-43e4-81dd-b64676333747.__CR0,0,1464,600_PT0_SX1464_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/125/)
17:37:09	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202023%2012:07:35%20GMT	https://billionday-sale.xyz/fkk/upload/product/2410230908094637.jpeg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/2410230908094637.jpeg	(from https://billionday-sale.xyz/fkk/single-products/124/)
17:37:10	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202023%2012:07:35%20GMT	https://billionday-sale.xyz/fkk/upload/product/1100230908094637.jpeg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/1100230908094637.jpeg	(from https://billionday-sale.xyz/fkk/single-products/124/)
17:37:10	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202023%2012:07:36%20GMT	https://billionday-sale.xyz/fkk/single-products/122/external452e452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/single-products/122/external452e452e452e452e452e452e.html	(from https://billionday-sale.xyz/fkk/single-products/122/)
17:37:12	146721/146721	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2007:39:50%20GMT	https://billionday-sale.xyz/fkk/upload/product/7754230918194010.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/7754230918194010.jpg	(from https://billionday-sale.xyz/fkk/single-products/122/)
17:37:13	144803/144803	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2007:40:08%20GMT	https://billionday-sale.xyz/fkk/upload/product/3640230918194010.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/3640230918194010.jpg	(from https://billionday-sale.xyz/fkk/single-products/122/)
17:37:14	155877/155877	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2007:40:24%20GMT	https://billionday-sale.xyz/fkk/upload/product/2202230918194010.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/2202230918194010.jpg	(from https://billionday-sale.xyz/fkk/single-products/122/)
17:37:15	142045/142045	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2007:40:42%20GMT	https://billionday-sale.xyz/fkk/upload/product/1252230918194010.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/1252230918194010.jpg	(from https://billionday-sale.xyz/fkk/single-products/122/)
17:37:16	146721/146721	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Sep%202023%2007:37:00%20GMT	https://billionday-sale.xyz/fkk/upload/innovative/210965691.png	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/innovative/210965691.png	(from https://billionday-sale.xyz/fkk/single-products/122/)
17:37:16	188672/188672	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2008:45:54%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/ea479d81-8d6c-4430-9aaa-c3654f5432a5.__CR0,0,970,600_PT0_SX970_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/ea479d81-8d6c-4430-9aaa-c3654f5432a5.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/122/)
17:37:16	134740/134740	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202022%2008:47:07%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/24080666-e80c-4692-81ad-e3e75fa6ac3e.__CR0,0,970,600_PT0_SX970_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/24080666-e80c-4692-81ad-e3e75fa6ac3e.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/122/)
17:37:16	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202023%2012:07:42%20GMT	https://billionday-sale.xyz/fkk/single-products/121/external452e452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/single-products/121/external452e452e452e452e452e452e.html	(from https://billionday-sale.xyz/fkk/single-products/121/)
17:37:17	64140/64140	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2010:52:24%20GMT	https://billionday-sale.xyz/fkk/upload/product/7754230918294012.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/7754230918294012.jpg	(from https://billionday-sale.xyz/fkk/single-products/121/)
17:37:18	126535/126535	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2010:52:36%20GMT	https://billionday-sale.xyz/fkk/upload/product/3640230928194012.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/3640230928194012.jpg	(from https://billionday-sale.xyz/fkk/single-products/121/)
17:37:19	100132/100132	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2010:52:50%20GMT	https://billionday-sale.xyz/fkk/upload/product/2202240918194012.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/2202240918194012.jpg	(from https://billionday-sale.xyz/fkk/single-products/121/)
17:37:20	102682/102682	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2010:53:26%20GMT	https://billionday-sale.xyz/fkk/upload/product/1252270998194012.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/1252270998194012.jpg	(from https://billionday-sale.xyz/fkk/single-products/121/)
17:37:21	64140/64140	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2010:51:54%20GMT	https://billionday-sale.xyz/fkk/upload/innovative/776895470.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/innovative/776895470.jpg	(from https://billionday-sale.xyz/fkk/single-products/121/)
17:37:21	426775/426775	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202023%2011:55:25%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/f2dde3a9-c0f2-4ec1-bcdd-6ae311ce927b.__CR0,0,970,600_PT0_SX970_V1___.png	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/f2dde3a9-c0f2-4ec1-bcdd-6ae311ce927b.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/121/)
17:37:22	394223/394223	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202023%2011:55:56%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/8b422e8e-8435-4969-9c6c-7ea249ff0051.__CR0,0,970,600_PT0_SX970_V1___.png	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/8b422e8e-8435-4969-9c6c-7ea249ff0051.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/121/)
17:37:22	640686/640686	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202023%2011:56:32%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/ebf1cbb0-ba99-42c2-8e64-3a2a276c5e5a.__CR0,0,970,600_PT0_SX970_V1___.png	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/ebf1cbb0-ba99-42c2-8e64-3a2a276c5e5a.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/121/)
17:37:22	382660/382660	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202023%2011:57:35%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/33c04d33-d590-401a-ace4-bd0f4fab9ba5.__CR0,0,970,600_PT0_SX970_V1___.png	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/33c04d33-d590-401a-ace4-bd0f4fab9ba5.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/121/)
17:37:22	398754/398754	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202023%2011:57:07%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/3d30916b-055a-496e-83b7-5094e668d224.__CR0,0,970,600_PT0_SX970_V1___.png	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/3d30916b-055a-496e-83b7-5094e668d224.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/121/)
17:37:23	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202023%2012:07:48%20GMT	https://billionday-sale.xyz/fkk/single-products/120/external452e452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/single-products/120/external452e452e452e452e452e452e.html	(from https://billionday-sale.xyz/fkk/single-products/120/)
17:37:24	140513/140513	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2015:37:36%20GMT	https://billionday-sale.xyz/fkk/upload/product/8110230908092703.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/8110230908092703.jpg	(from https://billionday-sale.xyz/fkk/single-products/120/)
17:37:26	243294/243294	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2015:37:50%20GMT	https://billionday-sale.xyz/fkk/upload/product/5000230908092703.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/5000230908092703.jpg	(from https://billionday-sale.xyz/fkk/single-products/120/)
17:37:26	135098/135098	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2015:38:04%20GMT	https://billionday-sale.xyz/fkk/upload/product/3040230908092703.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/3040230908092703.jpg	(from https://billionday-sale.xyz/fkk/single-products/120/)
17:37:27	121502/121502	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2015:38:26%20GMT	https://billionday-sale.xyz/fkk/upload/product/5277230908092703.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/5277230908092703.jpg	(from https://billionday-sale.xyz/fkk/single-products/120/)
17:37:27	104548/104548	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2011:11:29%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/646684d0-6fad-4183-9d1f-492e1d6206b2.__CR0,0,970,600_PT0_SX970_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/646684d0-6fad-4183-9d1f-492e1d6206b2.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/120/)
17:37:28	85159/85159	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2011:07:39%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/9198da23-398b-4bb0-94a2-7a542b347b95.__CR0,0,970,600_PT0_SX970_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/9198da23-398b-4bb0-94a2-7a542b347b95.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/120/)
17:37:28	132283/132283	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2011:08:07%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/e38594a1-f503-4401-8fed-2c942c6d8998.__CR0,0,970,600_PT0_SX970_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/e38594a1-f503-4401-8fed-2c942c6d8998.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/120/)
17:37:28	86876/86876	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2011:12:32%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/4c0efab3-41d1-4df5-a42a-66cfc4b02652.__CR0,0,970,600_PT0_SX970_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/4c0efab3-41d1-4df5-a42a-66cfc4b02652.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/120/)
17:37:28	93387/93387	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2011:12:57%20GMT	https://m.media-amazon.com/images/S/aplus-media-library-service-media/7362334b-a9bc-4ba0-987b-4c4566c5d7d5.__CR0,0,970,600_PT0_SX970_V1___.jpg	C:/Users/princ/Downloads/FlipKart/m.media-amazon.com/images/S/aplus-media-library-service-media/7362334b-a9bc-4ba0-987b-4c4566c5d7d5.__CR0,0,970,600_PT0_SX970_V1___.jpg	(from https://billionday-sale.xyz/fkk/single-products/120/)
17:37:29	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202023%2012:07:54%20GMT	https://billionday-sale.xyz/fkk/single-products/119/external452e452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/single-products/119/external452e452e452e452e452e452e.html	(from https://billionday-sale.xyz/fkk/single-products/119/)
17:37:30	58291/58291	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2013:17:12%20GMT	https://billionday-sale.xyz/fkk/upload/product/7957230908092525.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/7957230908092525.jpg	(from https://billionday-sale.xyz/fkk/single-products/119/)
17:37:31	48706/48706	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2013:17:54%20GMT	https://billionday-sale.xyz/fkk/upload/product/7331230908092525.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/7331230908092525.jpg	(from https://billionday-sale.xyz/fkk/single-products/119/)
17:37:32	48461/48461	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Sep%202023%2013:18:30%20GMT	https://billionday-sale.xyz/fkk/upload/product/1203230908092525.jpg	C:/Users/princ/Downloads/FlipKart/billionday-sale.xyz/fkk/upload/product/1203230908092525.jpg	(from https://billionday-sale.xyz/fkk/single-products/119/)
